Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,86.230734,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,84.469616,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,83.442935,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,83.353981,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,83.222463,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,83.410134,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,83.984703,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,84.801768,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,85.556511,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,85.789322,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,86.679799,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,86.576397,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,85.459278,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,84.749442,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,85.51629,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,87.087629,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,88.863585,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,90.389939,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,92.384259,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,94.318443,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,95.326458,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,96.849532,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,97.587874,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,98.41845,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,98.937414,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,98.162678,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,97.805768,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,98.098247,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,98.250695,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,97.975945,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,97.921745,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,98.757865,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,98.662195,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,98.752633,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,98.386742,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,97.759612,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,97.042748,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,96.008647,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,94.99907,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,94.9198,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,94.736113,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,94.652469,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,94.907461,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,95.34731,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,95.561865,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,95.796551,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,96.076296,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,95.583915,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,95.428607,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,95.409721,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,95.086452,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,95.82675,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,95.749959,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,96.392951,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,98.164509,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,99.826586,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,101.411775,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,102.969067,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,103.373441,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,103.480431,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,102.309107,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,101.014303,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,100.210828,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,100.876828,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,100.942977,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,101.530844,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,101.73677,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,102.349372,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,103.65357,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,104.043276,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,104.093703,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,104.293685,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,103.41246,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,102.22781,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,101.782979,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,103.160805,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,103.692397,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,103.959199,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,104.325514,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,105.240581,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,105.334628,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,105.446699,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,105.582065,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,105.705161,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,105.534035,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,103.236637,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,102.137981,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,101.646174,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,100.880854,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,100.541383,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,100.343893,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,101.073838,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,100.917955,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,100.99791,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,101.636587,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,101.473802,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,101.13366,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,100.621433,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,100.286372,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,100.891879,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,99.965787,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,99.868576,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2014,2014,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,99.64386,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,100.496708,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,101.314291,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,101.697247,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,101.790816,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,101.354492,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,100.610627,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,99.035313,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,99.215269,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,99.234721,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,98.583727,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,98.183913,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2015,2015,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,98.482876,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,99.5984,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,100.0982,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,99.7705,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,99.9811,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,99.6694,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,98.7574,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,98.1445,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,97.7271,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,97.458,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,97.4857,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,97.5246,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2016,2016,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,97.8111,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,99.3481,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,100.6029,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,100.4703,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,101.0054,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,101.158,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,100.1856,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,99.3537,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,99.2897,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,99.8384,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,99.5746,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,99.3785,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2017,2017,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,99.5009,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,100.3014,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,101.1794,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,101.8116,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,102.0897,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,102.0287,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7006,June,,101.3844,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7007,July,,99.9331,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7008,August,,99.7146,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7009,September,,99.971,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7010,October,,99.6239,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7011,November,,99.3229,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2018,2018,23013,"Consumer Prices, Food Indices (2015 = 100)",7012,December,,99.6182,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,January,,101.0912,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7002,February,,102.5102,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7003,March,,102.7059,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7004,April,,103.2135,X,Figure from international organizations,base year is 2015
CP,Consumer Price Indices,70,Bosnia and Herzegovina,2019,2019,23013,"Consumer Prices, Food Indices (2015 = 100)",7005,May,,103.7014,X,Figure from international organizations,base year is 2015
